filename	predicted	ground_truth
common_voice_en_41593653_resampled.wav	Asypiar's brunau was gratly twary with him	Eusebius bruno was gradually withdrawing from him.
common_voice_en_41593666_resampled.wav	A firure for in your eyes fastfilled in stockhalm	"A video for ""in your eyes"" was filmed in stockholm."
common_voice_en_41593668_resampled.wav	It flows not what soot of valet as a winter stream pass wind	It flows northward through the valley as a winding stream, past rand.
common_voice_en_41593669_resampled.wav	Carbaski unsisted thy presoners on the her wit which sweeted humanely and fairly	"Karpinski insisted that prisoners under her watch were treated ""humanely and fairly""."
common_voice_en_41593671_resampled.wav	Mate rifew grerid o statur in tender with this willso janes	Monthly review grew in stature in tandem with this resurgence.
common_voice_en_41593672_resampled.wav	W m	Wm.
common_voice_en_41593693_resampled.wav	Those edsy of camite fighted into gathered roils	These entities can be divided into categories.
common_voice_en_41593694_resampled.wav	As for our frech inventry they were with fretofous forsellios	As with all french infantry, they were referred to as 'fusiliers'.
common_voice_en_41593695_resampled.wav	Jest perhap ballide was entered in a dump camp at a at all end	James graham ballard was interned in the camp as an adolescent.
common_voice_en_41593696_resampled.wav	He also published siple medical cest books	He also published several medical textbooks.
common_voice_en_41593697_resampled.wav	The date was a formal late fall event at marves	The date was the former late fall event at memphis.
common_voice_en_41593711_resampled.wav	The family decided to have a second other side performed	The family decided to have a second autopsy performed.
common_voice_en_41593712_resampled.wav	The evil started off with a premantine	The effort started off with a three-man team.
common_voice_en_41593713_resampled.wav	Pry to that the cuby was not as fice like copper gall tery fools	Prior to that, the company was known as friesland coberco dairy foods.
common_voice_en_41593714_resampled.wav	His capital wasit tala fasse on sain mars	Its capital was the town of vathy, on samos.
common_voice_en_41593715_resampled.wav	Casegnovals so implies also that in catarastic zivel an original service is rational	Castelnuovo's theorem implies also that, in characteristic zero, every unirational surface is rational.
common_voice_en_41594195_resampled.wav	Thanks	He earned a phd in physics from caltech under the supervision of kip thorne.
common_voice_en_41594196_resampled.wav	For moblephones the major thread is the collection of communications data	For mobile phones the major threat is the collection of communications data.
common_voice_en_41594197_resampled.wav	Rosa was the father of three boys and one daughter	Rosa was the father of three boys and one daughter.
common_voice_en_41594198_resampled.wav	He is a conductor of the english chamber orchestra and abacchiana pilermonica orchestra	He is a conductor at the english chamber orchestra and the bachiana filarmonica orchestra.
common_voice_en_41594199_resampled.wav	Snake refers to a line of students and snake dance as a traditional term	"Snake refers to a line of students and ""snake dance"" is a traditional term."
common_voice_en_41594530_resampled.wav	Goodlock surviving companions raised the mound over him there	Gudlaug's surviving companions raised a mound over him there.
common_voice_en_41594531_resampled.wav	They are numerous swamp in the town ship some of which are of considerable extent	There are numerous swamp in the township some of which are of considerable extent.
common_voice_en_41594532_resampled.wav	The memory watch campaign is another civilian event	The memory watch campaign is another civilian event.
common_voice_en_41594533_resampled.wav	His son d pel was a pioneer of studycam camerawork in india	His son, deep pal was a pioneer of steadicam camerawork in india.
common_voice_en_41594534_resampled.wav	Downtown saint louis is west of eveston	Downtown saint louis is west of aviston.
common_voice_en_41594605_resampled.wav	The flik had sface conservation of mas conservation of mintam and conservation of energy	The fluid satisfies conservation of mass, conservation of momentum and conservation of energy.
common_voice_en_41594606_resampled.wav	Lisge he says like smith he would meet markit tansand operate for me a sate directly opposite	Smithfield meat market stands and operates from a site directly opposite.
common_voice_en_41594607_resampled.wav	Toirism during the settlements is always relatively important for the loque economy	Tourism during the summer months is also relatively important for the local economy.
common_voice_en_41594608_resampled.wav	A aslanian was a canadian a mine aminian citizen whom i greeted from seria	Arslanian was a canadian-armenian citizen who emigrated from syria.
common_voice_en_41594609_resampled.wav	Te ceto flozinto the saint cuaks river east notisto pine city	The kettle flows into the saint croix river east-northeast of pine city.
common_voice_en_41594907_resampled.wav	The islands lie between the towns of lemu and quanga near the coast province	The islands lie between the towns of lamu and kiunga, near the coast province.
common_voice_en_41594908_resampled.wav	Yenie has also appeared in boston san francisco chicago toronto and at lincoln centere	Yin has also appeared in boston, san francisco, chicago, toronto, and at lincoln center.
common_voice_en_41594909_resampled.wav	It is the capital of miscue province	It is the capital of the mizque province.
common_voice_en_41594911_resampled.wav	Such routings in asia approximated the silk road	Such routings in asia approximated the silk road.
common_voice_en_41594912_resampled.wav	The school mascot is the lancer	The school mascot is the lancer.
common_voice_en_41594916_resampled.wav	She she acts several long standing characters including mark fowler and roy evans	She axed several long standing characters including mark fowler and roy evans.
common_voice_en_41594917_resampled.wav	A bridge crosses the creek about above its mouth	A bridge crosses the creek about above its mouth.
common_voice_en_41594918_resampled.wav	Although eurasians were not uncommon	Although eurasians were not uncommon.
common_voice_en_41594919_resampled.wav	The city has regular shinkansen' services to kagushima city and yetzushiru	The city has regular shinkansen services to kagoshima city and yatsushiro.
common_voice_en_41594920_resampled.wav	His brother is noted academic philip alsten	His brother is noted academic philip alston.
common_voice_en_41594926_resampled.wav	Passengers on board the flight took vitio's of the engine failure	Passengers on board the flight took videos of the engine failure.
common_voice_en_41594927_resampled.wav	These fugitives appear relatively young compared to the other family members	These fugitives appear relatively young compared to the other family members.
common_voice_en_41594928_resampled.wav	Epicl dilitation of the rusturum is wide which is strongly transverse	Apical dilatation of the rostrum is wide which is strongly transverse.
common_voice_en_41594929_resampled.wav	In the same year a water police superintendent was appointed to williamstone	In that same year a water police superintendent was appointed to williamstown.
common_voice_en_41594930_resampled.wav	The machinery industry and ship's construction are well developed	The machinery industry and ships construction are well developed.
common_voice_en_41594941_resampled.wav	He's also the founder of an organization that pthat provides opportunities for orphans	He is also the founder of an organization that provides opportunities for orphans.
common_voice_en_41594942_resampled.wav	She was also featured in the film mianorson wells	"She was also featured in the film ""me and orson welles""."
common_voice_en_41594943_resampled.wav	Further the system was simpler to use for new writers and visitors	Further, the system was simpler to use for new riders and visitors.
common_voice_en_41594944_resampled.wav	Of these the supply factor is often considered to be the limiting one	Of these, the supply factor is often considered to be the limiting one.
common_voice_en_41594945_resampled.wav	The project drew widespread attention and launched mankiller's political career	The project drew widespread attention and launched mankiller's political career.
common_voice_en_41594951_resampled.wav	He made three appearances for england	He made three appearances for england.
common_voice_en_41594952_resampled.wav	They preliperated beyond a capability of existing ego systems to deal with them	They proliferated beyond the capability of existing ecosystems to deal with them.
common_voice_en_41594953_resampled.wav	Rational's aim was to secure microsoft's public support for visual modelling	Rational's aim was to secure microsoft's public support for visual modeling.
common_voice_en_41594954_resampled.wav	Much of this growth attributed to the establishment of a thriving tobacco industry	Much of this growth attributed to the establishment of a thriving tobacco industry.
common_voice_en_41594955_resampled.wav	She guestes starred on the streets of san francisco season to episode blockade	"She guest-starred on ""the streets of san francisco"", season two, episode ""blockade""."
common_voice_en_41594961_resampled.wav	The gardens can be entered by entrances and south theras	The gardens can be entered by entrances on south terrace.
common_voice_en_41594962_resampled.wav	Newtown dog on water in hemlico street	New town dock on water and pamlico streets.
common_voice_en_41594963_resampled.wav	Histoted architectural drawing under james kallaway clowing	He studied architectural drawing under james kellaway colling.
common_voice_en_41594964_resampled.wav	Cattle road is the only through road in olberda	Kettle road is the only through road in elberta.
common_voice_en_41594965_resampled.wav	After the norman invasion the manor passed from earle edwin to the crown	After the norman invasion, the manor passed from earl edwin to the crown.
common_voice_en_41594966_resampled.wav	It is also often used as a topping on green salad	It is also often used as a topping on green salad.
common_voice_en_41594967_resampled.wav	Aid fins surrounding the base thrust structure provided aerodynamic stability and control	Eight fins surrounding the base thrust structure provided aerodynamic stability and control.
common_voice_en_41594968_resampled.wav	She saw service in the careean war	She saw service in the korean war.
common_voice_en_41594969_resampled.wav	It flows through the city neurupin an several lakes	It flows through the city neuruppin and several lakes.
common_voice_en_41594970_resampled.wav	He started in all of his four years with the texans	He started in all of his four years with the texans.
common_voice_en_41594971_resampled.wav	Cases against euritopu's authorship generally centere on stylistic differences	Cases against euripides' authorship generally center on stylistic differences.
common_voice_en_41594972_resampled.wav	Dutch losses were also high	Dutch losses were also high.
common_voice_en_41594974_resampled.wav	Some brands such as phantam mark it a colourless version	Some brands, such as fanta, market a colorless version.
common_voice_en_41594976_resampled.wav	Vegil blasphemy wall papers were used in starducts weather product the natural desktop	"Digital blasphemy wallpapers were used in stardock's weather product, ""the natural desktop""."
common_voice_en_41594977_resampled.wav	It is in the shire of victoria plains	It is in the shire of victoria plains.
common_voice_en_41594986_resampled.wav	Below an intervening alternating zone there is the blasta sphere	Below an intervening alternating zone, there is the plastosphere.
common_voice_en_41594987_resampled.wav	I don't remember	I don't remember.
common_voice_en_41594988_resampled.wav	Jackson township is in size and is located in southwest union county	Jackson township is in size and is located in southwest union county.
common_voice_en_41594989_resampled.wav	He had to be sure done much	He had, to be sure, done much.
common_voice_en_41594990_resampled.wav	These birds feed mainly by diving or dabbling	These birds feed mainly by diving or dabbling.
common_voice_en_41595108_resampled.wav	Joseph cotter we's appointed intrim headcoat	Joseph carter was appointed interim head coach.
common_voice_en_41595109_resampled.wav	Parisor agreed and as the campang progressed he lost his peeder sleep ror to boatshop	Parizeau agreed and as the campaign progressed he lost his leadership role to bouchard.
common_voice_en_41595111_resampled.wav	The craw stript is istolid and under pass atquiply with pearl flenks	The crown strip is olive and the underparts are buffy with brown flanks.
common_voice_en_41595112_resampled.wav	Ciphars hersel constantly appears the vipus that murdered anstap sisters	She finds herself constantly abused by her stepmother and stepsisters.
common_voice_en_41595113_resampled.wav	I was real glad he did	I was real glad she did.
common_voice_en_41595114_resampled.wav	The towel inclosed savros mombidinises	The town includes several small businesses.
common_voice_en_41595115_resampled.wav	Since then he has lived and worked mostly in friends making artfins	Since then he has lived and worked mostly in france, making art films.
common_voice_en_41595116_resampled.wav	The replaceman tropped her off to pastene high plock facing the ol bantemore cataroll	The replacement structure occupies the entire block facing the old baltimore cathedral.
common_voice_en_41595117_resampled.wav	Romanico are prad across the unitic kingdom particularly inland lauland scotland and welse	Romanichal are found across the united kingdom, particularly england, lowland scotland and wales.
common_voice_en_41595118_resampled.wav	The caripese is high and doned with steep omerous pritical size	The carapace is high and domed with steep, almost vertical sides.
common_voice_en_41595129_resampled.wav	The system spranwuirk is alwaser fundamentari therio aganivational tury	The systems framework is also fundamental to organizational theory.
common_voice_en_41595130_resampled.wav	The american versen a husva eat it anyway	The american version of whose line is it anyway?
common_voice_en_41595131_resampled.wav	It has more evenly spaced our public polonaise throughout the year	This has more evenly spaced out public holidays throughout the year.
common_voice_en_41595132_resampled.wav	The condescent included delusive and housed nations	The condition included delusions and hallucinations.
common_voice_en_41595133_resampled.wav	Wen is suby wain uplic robbery	Wayne is served by the wayne public library.
common_voice_en_41595141_resampled.wav	Se wersbe placed at ambassador britste arial amberd	She was replaced as ambassador by tessie eria lambourne.
common_voice_en_41595142_resampled.wav	The vedis is gerbaned by portestes than the mayor	The village is governed by four trustees and a mayor.
common_voice_en_41595143_resampled.wav	Distinct rosanterly were fod ile blating durinimagi	Dustin rhodes and bully were fired for blading during the match.
common_voice_en_41595144_resampled.wav	Paul was afraid he moved growl to get to the spot again	Paul was afraid; he moved round to get to the stile again.
common_voice_en_41595145_resampled.wav	The town is the market of peter's rise and bis	The town is a market for peanuts, rice and fish.
common_voice_en_41595146_resampled.wav	The restpetor being morning berg can walk straight in and get averred	The red squirrel, being more nimble, can walk straight in and get the food.
common_voice_en_41595152_resampled.wav	Words successibly surge him from damages	Wood successfully sued him for damages.
common_voice_en_41595153_resampled.wav	Parots would not confirm any lang turn plans for a plan	Barrett would not confirm any long-term plans for the band.
common_voice_en_41595154_resampled.wav	But is seems to be consistent a more tesim model	But it seems to be consistent among the same model.
common_voice_en_41595155_resampled.wav	Artis also relaved its revears	Brothers also released two videos.
common_voice_en_41595156_resampled.wav	Many set to e serve wagan trail to miver to the west	Many settlers used the wagon trail to move to the west.
common_voice_en_41595157_resampled.wav	They had three children together and raced them as if they were tras	They had three children together and raised them as if they were jared's.
common_voice_en_41595158_resampled.wav	He were soon brimotives to shatter departments lan magnetiserasessin	"He was soon promoted to chief of the department's ""land magnetic survey"" section."
common_voice_en_41595159_resampled.wav	E also studied in ala habad university and patanalow college	He also studied in allahabad university and patna law college.
common_voice_en_41595160_resampled.wav	Swonoar is also nicknam given to cock hant by lorslay	Smallville is also a nickname given to clark kent by lois lane.
common_voice_en_41595161_resampled.wav	University breeds are oquinat poqentisand ox academies	University degrees are acquired at the faculties and arts academies.
common_voice_en_41595162_resampled.wav	Ananimate minister cristes rere to treasem in the paramars to new hives	A dynamic minister, christie moved tourism in the bahamas to new heights.
common_voice_en_41595163_resampled.wav	Instead they are intended mor as a musing bocara	Instead, they are intended more as amusing doggerel.
common_voice_en_41595164_resampled.wav	Frakan's atri teams campetun the central widskun sing cafurans	Falcons athletic teams compete in the central wisconsin conference.
common_voice_en_41595165_resampled.wav	The hotel operator reported the threads to walden holtile managers	The hotel operator reported the threat to one of the hotel managers.
common_voice_en_41595166_resampled.wav	Nigger phenist  balterm of egruge	Niger finished bottom of the group.
common_voice_en_41595167_resampled.wav	Males and females in nalteastern california appeared to have a proximately equal hombrent size	Males and females in northeastern california appeared to have approximately equal home range size.
common_voice_en_41595168_resampled.wav	Some breginal lines are still operated by agot	Some regional lines are still operated by egged.
common_voice_en_41595169_resampled.wav	His later career was catrin platted by his chronic abhalism	His later career was often blighted by his chronic alcoholism.
common_voice_en_41595170_resampled.wav	Bemissin anything my dear	Remiss in anything, my dear!
common_voice_en_41595171_resampled.wav	And where the squire bid throug pungo last nigh the wors fescinated	And when i described it to pongo last night, he was fascinated.
common_voice_en_41595172_resampled.wav	The historyes t glass called trallich emison once again stris pikerg smit	The historic blast scored charlie jamieson, wambsganss, tris speaker, and smith.
common_voice_en_41595173_resampled.wav	This may or may not have an impairing on his angly thoughts o p renunciation	This may or may not have any bearing on its anglicised pronunciation.
common_voice_en_41595174_resampled.wav	There are meditixneser mano printing	There are many techniques of monoprinting.
common_voice_en_41595175_resampled.wav	The tomslov was given to tony olando in dor the nextfall	"Their timeslot was given to ""tony orlando and dawn"" the next fall."
common_voice_en_41595176_resampled.wav	The braosage is also a destartrub tournament	A player's age is also at the start of the tournament.
common_voice_en_41595177_resampled.wav	Ammothysis has also been reported	Haemoptysis has also been reported.
common_voice_en_41595178_resampled.wav	Stumiral observacon prosodilypat are also visible	Some of the observation posts on the cliff edge are also visible.
common_voice_en_41595179_resampled.wav	He remain sober in nass an eurotic refompchach	It remains open as a united reformed church.
common_voice_en_41595180_resampled.wav	Basket ball is the most popular an nationor sport oplisrin up	Basketball is the most popular and national sport of lithuania.
common_voice_en_41595181_resampled.wav	The souternd past ap canturtursin include at industrial aro where poet sweet aprodust	The southern parts of kaltenkirchen include an industrial area where boiled sweets are produced.
common_voice_en_41595182_resampled.wav	They are foot blens for veteran animals manly in bitibras	They are foodplants for various animals, mainly invertebrates.
common_voice_en_41595183_resampled.wav	This includes fas and architectural ditails	This includes spires and architectural details.
common_voice_en_41595184_resampled.wav	Tere were men to compete in aplis and in battle	Men were meant to compete in athletics and in battle.
common_voice_en_41595185_resampled.wav	The photograph became perhaps the mere famous relic in the history of a revival	The photograph became perhaps the most famous relic in the history of the revival.
common_voice_en_41595186_resampled.wav	His brubly brought five boug theering instincts patral records has been remarkably blural	His public profile both during and since factory records has been remarkably low.
common_voice_en_41595187_resampled.wav	Therefore they were eclipticed up all trunches and scratogalers	Therefore, they were acquitted of all charges and spared the gallows.
common_voice_en_41595188_resampled.wav	Human disturbances often leads to last spaces diversity in their community	Human disturbances often lead to less species diversity in a community.
common_voice_en_41595189_resampled.wav	One's atcolum is equal to ten columns	One abcoulomb is equal to ten coulombs.
common_voice_en_41595190_resampled.wav	Odor he wited a powerful star coated in sapphire made for him by nodor	He wielded a powerful staff coated in sapphire made for him by the noldor.
common_voice_en_41595191_resampled.wav	As a result at e surface winds can vary abruptly in direction	As a result, at the surface, winds can vary abruptly in direction.
common_voice_en_41595192_resampled.wav	It despouting humid forest we dance on the story	It is found in humid forests with dense understorey.
common_voice_en_41595318_resampled.wav	The bloodsucking bugs triatome infestons may also have a specialized tirmoseption organ	"The blood sucking bugs ""triatoma infestans"" may also have a specialised thermoception organ."
common_voice_en_41595319_resampled.wav	The cause of his death is disputed	The cause of his death is disputed.
common_voice_en_41595320_resampled.wav	The vocal songs are also featured in a second instrumental version	The vocal songs are also featured in a second, instrumental version.
common_voice_en_41595321_resampled.wav	Ther annual fromdrazer became the biggest financial supporter for the hospital	"Her annual fundraiser ""became the biggest financial supporter for the hospital""."
common_voice_en_41595322_resampled.wav	The seed leaves are entire or have a notch at the tip	The seed leaves are entire or have a notch at the tip.
common_voice_en_41595323_resampled.wav	Eme glo manta he hart brantofe te mayora ro te over shicago	Daley denied rumors that he had plans to seek the mayoralty of chicago.
common_voice_en_41595440_resampled.wav	The enhanced possibilities offered by the instrument help explain some of its dyresic inomations	The enhanced possibilities offered by the instrument help explain some of his stylistic innovations.
common_voice_en_41595441_resampled.wav	A second erra consists of no artitod rolling hills	A second area consists of low-altitude rolling hills.
common_voice_en_41595442_resampled.wav	Bergos has the largest wing farm in the philippines	Burgos has the largest wind farm in the philippines.
common_voice_en_41595443_resampled.wav	In adation there was a pioneer automobile manufactor iceterns horse less vehicle company	In addition, there was the pioneer automobile manufacturer eisenhuth horseless vehicle company.
common_voice_en_41595444_resampled.wav	Workers on the facility may qualify for taxexamined statas in the united states	Workers on the facility may qualify for tax-exempt status in the united states.
common_voice_en_41595478_resampled.wav	Try not to reav al you maynot in your in box	Try not to leave old emails in your inbox.
common_voice_en_41595479_resampled.wav	Zallas ree types o air tuffy contror	There are three types of air traffic control.
common_voice_en_41595480_resampled.wav	Hroder an sanwor fis setem tkit hordat	Father and son were season ticket holders.
common_voice_en_41595481_resampled.wav	The female eujoresta reads our eggs	The females usually stay with the eggs.
common_voice_en_41595482_resampled.wav	Rite lived in toronte	Richter lives in toronto.
common_voice_en_41595568_resampled.wav	What is my name	The railroad followed lycoming creek.
common_voice_en_41595569_resampled.wav	I anter and	"Most muslim women wear ""burqa"" and ""hijab"" outdoors."
common_voice_en_41595570_resampled.wav	What is my name	An additional latin form of the same name is veronica.
common_voice_en_41595571_resampled.wav	I am toot	Ali remained unbeaten.
common_voice_en_41595572_resampled.wav	What is my name	Europeans in medieval china reported findings from their travels to the mongol empire.
common_voice_en_41596532_resampled.wav	Chess players name  are the most common sources of obenignames	Chess players' names are the most common sources of opening names.
common_voice_en_41596533_resampled.wav	She was therefore not fully persian but half macedonian and half persian	She was therefore not fully persian, but half-macedonian and half-persian.
common_voice_en_41596534_resampled.wav	Gilmore in osserv is the founder and executed director of branthem consulting agency	Gilmore now serves as the founder and executive director for brandthumb consulting agency.
common_voice_en_41596535_resampled.wav	The idantity of namesake wanda is unknown	The identity of namesake wanda is unknown.
common_voice_en_41596640_resampled.wav	Moreover they may also be crussed under the bepi of cantitive quantification's key	Moreover, they might also be closed under a variety of quantification schemes.
common_voice_en_41596641_resampled.wav	The wites capintess and barblers maintained an altar decided to our lady of pity	"The wrights (carpenters) and barbers maintained an altar dedicated to ""our lady of pity""."
common_voice_en_41596642_resampled.wav	That wala valet was home to chief joseph's band of the net piece trive	The wallowa valley was home to chief joseph's band of the nez perce tribe.
common_voice_en_41596643_resampled.wav	City island is an advan sisoerea reslembring any small froious city	City island is an urbanized area, resembling any small florida city.
common_voice_en_41596644_resampled.wav	Accessibility motification to convincioner oven environment has become common in recent this cay decays	Accessibility modifications to conventional urban environments has become common in recent decades.
common_voice_en_41596645_resampled.wav	All these usage i am at enduring the blessing of the calm spirit	All these usages aim at ensuring the blessing of the corn-spirit.
common_voice_en_41596646_resampled.wav	Foryer and in some regions talminate attac a also potental problems	Fire and, in some regions, termite attack are also potential problems.
common_voice_en_41596647_resampled.wav	The following visue are redeaced through trad pac paper bac vorumes	The following issues were released through trade paperback volumes.
common_voice_en_41596648_resampled.wav	Many viags are reported feeling the heria in panic after repurse of the eru eraption	Many villagers were reported fleeing the area in panic after reports of the eruption.
common_voice_en_41596649_resampled.wav	In the first run he defeat defeated doctor frango polos of guris	In the first round, he defeated d. frangopoulos of greece.
common_voice_en_41596650_resampled.wav	Schtena had three sons hudson mavrik and bronson	Steiner has three sons, hudson, maveric, and bronson.
common_voice_en_41596651_resampled.wav	Cental residence attend the centra community school system school	Central residents attend the central community school system schools.
common_voice_en_41596652_resampled.wav	Rosen farpac facilities include a half court basket ball called and the picnic arrier	Rosenfarb park facilities include a half-court basketball court and a picnic area.
common_voice_en_41596653_resampled.wav	He paid the highest ways with the greatest punctuarity and his credit was unbounded	He paid the highest wages with the greatest punctuality, and his credit was unbounded.
common_voice_en_41596654_resampled.wav	Kindly it is an old face business	Currently it is an auto parts business.
common_voice_en_41596655_resampled.wav	That too began to write songs and were joined by ex machegan strama nathon giad	The two began to write songs, and were joined by ex-mushuganas drummer, nathan jerde.
common_voice_en_41596656_resampled.wav	That breach helped to improve exchange and communication between near by communities working in coffee production	The bridge helped improve exchange and communication between nearby communities working in coffee production.
common_voice_en_41596657_resampled.wav	That drinking water is still treated ins house upon the new genon environmentary water treatmeant plamp	The drinking water is still treated in southampton's new zenon environmental water treatment plant.
common_voice_en_41596658_resampled.wav	She is ta eldelist of five children with four brothers	She is the eldest of five children with four brothers.
common_voice_en_41596659_resampled.wav	The styre had already been popular with the borgan susabuscurcho	The style had already been popular with the bogan subculture.
common_voice_en_41596660_resampled.wav	On his redease he joined with uattas mivel dis on	On his release he joined with wyatt's rebellion.
common_voice_en_41596661_resampled.wav	It built on the strength and the history of the curimatian blactis	It builds on the strengths and history of reclamation practice.
common_voice_en_41596662_resampled.wav	That trife was documented by a friend's six patter and missonaris	The tribe was documented by french explorers and missionaries.
common_voice_en_41596663_resampled.wav	It was mira's first professionari ti pabrishlac	It was millar's first professionally published work.
common_voice_en_41596664_resampled.wav	Old rivenue and comes from pray at pain for it	All revenues earned come from players paying for it.
common_voice_en_41596665_resampled.wav	Subsequently poss depends on and being cross by nigerary performed it	Subsequently, both robeson and bing crosby regularly performed it.
common_voice_en_41596666_resampled.wav	There's a small indan pon	There is a small inland pond.
common_voice_en_41596667_resampled.wav	Its grazin is moves an oak tree or on a hill or at basin	"Its blazon is: ""gules, an oak tree or, on a hill or at base""."
common_voice_en_41596668_resampled.wav	Play our pieces include hom con simbos	Player pieces include hong kong symbols.
common_voice_en_41596669_resampled.wav	The pevi diere also held a little sitrection which got a party considerable attention	The pvda also held a leadership election which got the party considerable attention.
common_voice_en_41596670_resampled.wav	This required them to supply some personal information in cruding a credicar number	This required them to supply some personal information, including a credit card number.
common_voice_en_41596671_resampled.wav	This algum take care of me and walk me home	This album takes care of me and walks me home.
common_voice_en_41596672_resampled.wav	Avar talman wrote about him in a very positive leck	Overall tolman wrote about him in a very positive light.
common_voice_en_41596673_resampled.wav	However by yo had e questioned this	However, buyers questioned this.
common_voice_en_41596674_resampled.wav	It is possible to have palais dor effaced she entered without a locaitive efficiency	It is possible to have pareto efficiency without allocative efficiency.
common_voice_en_41596675_resampled.wav	Mother is primary caractiing all fourr sciaquil pices	Mother is a primary character in all four scarecrow pieces.
common_voice_en_41596676_resampled.wav	This is followed by flection and screaming of le combinant courons	This is followed by selection and screening of recombinant clones.
common_voice_en_41596677_resampled.wav	Tha smok vajon is what tamewhat braia and strong rais please anta roma	The smoked version is somewhat drier and stronger, with a pleasant aroma.
common_voice_en_41596678_resampled.wav	It is the most commashadi successful avram to lat	It is their most commercially successful album to date.
common_voice_en_41596958_resampled.wav	How much hillow meters to travel moute goar	How much kilometres to travel more to goa?
common_voice_en_41596959_resampled.wav	Its main camp as touches fotions of three municipalities bloomfield hartford and westhartford	Its main campus touches portions of three municipalities: bloomfield, hartford, and west hartford.
common_voice_en_41596960_resampled.wav	Olgior teniscotes are turned into staking rings in the winter	Outdoor tennis courts are turned into skating rinks in the winter.
common_voice_en_41596961_resampled.wav	Ironcley one of his wabiny ridiems was for john frank enhimos le fixer	"Ironically one of his award winning reviews was for john frankenheimer's ""the fixer""."
common_voice_en_41596962_resampled.wav	The section through waderburn was eventually abandoned du to a declining traffic	The section through wedderburn was eventually abandoned due to a decline in traffic.
common_voice_en_41596988_resampled.wav	Tack upwork is no longer paragtised at the greatist fist	Tug-of-war is no longer practiced at the great feast.
common_voice_en_41596989_resampled.wav	Molo would go on to win te selver meddo	Munro would go on to win the silver medal.
common_voice_en_41596990_resampled.wav	Kesh and ips began their writing with lasiensip while at mesigan state university	Cash and epps began their writing relationship while at michigan state university.
common_voice_en_41596991_resampled.wav	After hits blaing carrier storomir had a long earned distinguished carrier a in criquet adoministersium	After his playing career, stollmeyer had a long and distinguished career in cricket administration.
common_voice_en_41596992_resampled.wav	Hits divorities also stilled at thei tempor complex tile their prauitytetion	His devotees also settled at the temple complex till the partition.
common_voice_en_41597008_resampled.wav	It is about four miles east of leydon burzerd	It is about four miles east of leighton buzzard.
common_voice_en_41597009_resampled.wav	He read the eledish son of curistoffeur colombus and wife piriper monis perestrelo	He was the eldest son of christopher columbus and wife filipa moniz perestrelo.
common_voice_en_41597010_resampled.wav	Layer is now abote losen	Little is known about roesen.
common_voice_en_41597011_resampled.wav	The ceremony must be performed on unlucky day	The ceremony must be performed on a lucky day.
common_voice_en_41597012_resampled.wav	Spaciford lods also known as characteristic loads in many cases	Specified loads also known as characteristic loads in many cases.
common_voice_en_41597013_resampled.wav	They walked straight to the serpent dense and overed him their cakes	They walked straight to the serpent dens and offered him the cakes.
common_voice_en_41597014_resampled.wav	He also supported the founding of various commerser stutof companies	He also supported the founding of various commercial startup companies.
common_voice_en_41597015_resampled.wav	Most of the varantiers are young college graduatev	Most of the volunteers are young college graduates.
common_voice_en_41597016_resampled.wav	Their forinstant is also responsible for serecting an overseeing most conseil in proes	The president is also responsible for selecting and overseeing most council employees.
common_voice_en_41597017_resampled.wav	Asia africa and europe goes back to classical antiquity	Asia, africa, and europe, goes back to classical antiquity.
common_voice_en_41597018_resampled.wav	Scies hath found their problem now play glound	Science has found the problem no playground.
common_voice_en_41597019_resampled.wav	Ther work bats both at thranceration and the reliting of the the original uatine rasites	The work was both a translation and rewriting of the original latin phrases.
common_voice_en_41597020_resampled.wav	It was named after commoldor oliver hazard peri	It was named after commodore oliver hazard perry.
common_voice_en_41597021_resampled.wav	Their station was stemolvitued shaduly after it was	The station was demolished shortly afterwards.
common_voice_en_41597022_resampled.wav	My dear let us go in	My dear, let us go in.
common_voice_en_41597023_resampled.wav	The stone church had an octogona tower	The stone church had an octagonal tower.
common_voice_en_41597029_resampled.wav	Their vad vato defancies constructed alonde wat varlswake have been dogmented	The world war two defences constructed around walberswick have been documented.
common_voice_en_41597030_resampled.wav	Aurgentous or peretic output is electic and extensive	Argento's operatic output is eclectic and extensive.
common_voice_en_41597031_resampled.wav	The gedanaris flobided backup bulcars and music	The jordanaires provided backup vocals and music.
common_voice_en_41597032_resampled.wav	However thers under detation philosopes took years why comperu net work teconerosi mot ly prateri	However, the standardization process took years while computer network technology moved rapidly.
common_voice_en_41597033_resampled.wav	Duran'se house is considered as a nassionar landmonk	Judson's house is considered as a national landmark.
common_voice_en_41597034_resampled.wav	Ther sier was later perst fulom and pu piller to empero four generations to come	The seal was later passed from emperor to emperor for generations to come.
common_voice_en_41597035_resampled.wav	Responsibility forazeni has been transferred to appreciate and to tepologic tonave labor	"Responsibility for jini has been transferred to apache under the project name ""river""."
common_voice_en_41597036_resampled.wav	Caop sou combart del in the penisua campan and the seven days barul	Cobb saw combat during the peninsula campaign and the seven days battles.
common_voice_en_41597037_resampled.wav	The name is most commoctid to the germanton of herem's stof	The name is most connected to the german town of helmsdorf.
common_voice_en_41597038_resampled.wav	Demonastics liginal hall of fame	Gymnastics regional hall of fame.
