filename	transcription
common_voice_en_41585657_resampled.wav	IT IS ONE OF THE MORE COMMON NAMES FOR SCOTTISH ISLANDS
common_voice_en_41585658_resampled.wav	HE WAS THE YOUNGER BROTHER OF ADMIRAL OF THE FLEET LORD CUNNINGHAN OF HEINDHOPE
common_voice_en_41585659_resampled.wav	EXOTIC SUPERCARS OFTEN STEAL THE SPOT LIKE DURING THEIR DEPUSE AT THE SHOW
common_voice_en_41585661_resampled.wav	CONSEQUENTLY THE COLD BODY IS COOLED DOWN AND THE HOT BODY RISES IN TEMPERATURE
common_voice_en_41585662_resampled.wav	ILON HAS SAID THAT ASTRED'S WRITING CONTINUALLY MAKES HER SEE INNER PICTURES
common_voice_en_41586424_resampled.wav	AT SOUTH SIDE GREER WAS IN ALL STATE SELECTION IN BOTH FOOTBALL AND TRACK
common_voice_en_41586425_resampled.wav	ANOTHER EXAMPLE FROM PHYSICS IS THE INNERPRODIC NOTATION OF DE RAC'S BRAQUETTE NOTATION
common_voice_en_41586426_resampled.wav	ROLAND ATTENDED JASPER HIGH SCHOOL IN JASPER INDIENA
common_voice_en_41586427_resampled.wav	THE FOG AND DRAGON REEK FILLED THE HORSES WITH MADNESS AND THE ESCORT WAS SCATTERED
common_voice_en_41586428_resampled.wav	THEIR SONG SHOOTING BEAVER'S WAS BANNED FROM AIRPLAY BECAUSE OF ITS SUGGESTIVE TITLE
common_voice_en_41586429_resampled.wav	A LANDOWNER'S SON HE WAS EDUCATED AT HOME
common_voice_en_41586430_resampled.wav	THE VOLCANIC HISTORY OF ARACAR IS POORLY UNDERSTOOD
common_voice_en_41586431_resampled.wav	SHORTLY AFTERWARDS THE BRITISH COMMENCED THE FINAL PUSH
common_voice_en_41586432_resampled.wav	MICHAEL BROWN'S WEBSIDE LISTS IT AS HIGHLY LIKELY A DWARF PLANET
common_voice_en_41586433_resampled.wav	SETELMIR WAS A STRONG SUPPORTER OF THE PRESERVATION OF THE OLD TOWN IN SALSBURG
common_voice_en_41586434_resampled.wav	THE GIG AT CHARLOTTE MARKED THE SINGLE RELEASE PARTY FOR FRONT LINE HEARTS
common_voice_en_41586435_resampled.wav	ALESSE'S PODIUM FINISH WAS THE FIRST OF HIS CAREER
common_voice_en_41586436_resampled.wav	HOWEVER THE AMOUNT OF VISITING TOURISTS HAVE DECREASED SUBSTANTIALLY EVER SINCE
common_voice_en_41586437_resampled.wav	THEY ARE COMMONLY USED FOR PASSIVE CUE SWITCHING
common_voice_en_41586438_resampled.wav	THEY LATER BECAME REACQUAINTED AT THE UNIVERSITY OF ARIZONA
common_voice_en_41586439_resampled.wav	THE TOWN HAS SEVERAL HOTELS
common_voice_en_41586440_resampled.wav	ALTHOUGH NAME DIFFERENTLY THEY ARE ALL PART OF THE SAME SCHOOL KRAMLINGTON LEARNING VILLAGE
common_voice_en_41586441_resampled.wav	SHE WAS THE THIRD CLAN LYONSHIP TO BE CALLED CLAN MC ALLISTER
common_voice_en_41586442_resampled.wav	ALL HIS LATENT MYSTICISM QUIVERED INTO LIFE
common_voice_en_41586443_resampled.wav	THE VILLAGE DEVELOPED ROUND THE NORMAN MANNER NOW REPRESENTED BY OSBOSTIN HALL
common_voice_en_41586444_resampled.wav	UNIQUE VORIETIES OF BARROTEES AND COPPER HAVE BEEN FOUND IN THE PARISH
common_voice_en_41586445_resampled.wav	COLBERG WAS ALSO AN ORIGINAL NATIONAL COUNCIL MEMBER OF THE JOHN BIRCH SOCIETY
common_voice_en_41586446_resampled.wav	OH ELIZABETH WHAT SHALL I DO QUESTIONED ANNE IN TEARS
common_voice_en_41586447_resampled.wav	THE SUM OF WINDS AND TIES IS YOU FOR THE FIRST SET
common_voice_en_41586448_resampled.wav	THE ENGLISH HEAVY CAVALRY THEN CHARGED THE REAR OF THE ARMY
common_voice_en_41586493_resampled.wav	BLADES ALSO BEGAN HIS CAREER IN FILM'S SCORNY MUSIC FOR SOUND TRACKS
common_voice_en_41586494_resampled.wav	LIBERAL OPINION IS ACCEPTED E EFFEAT PROMISES MORE EFFICIENCY THAN PLANNING
common_voice_en_41586495_resampled.wav	OUXFORTH'S MANO HOSPITAL AND OTHER UNIVERSITY BUILDINGS ARE ALSO NAME AFTER HIM
common_voice_en_41586557_resampled.wav	THE NICKNAME WAS LATER SHORTENED TO BIRD
common_voice_en_41586558_resampled.wav	SO BUNIAROSKI'S PROPERTY IS EQUIVALENT TO CORPRIME COEFFICIENCE
common_voice_en_41586559_resampled.wav	LITTLE MAC HAS UNLIMITED REPORTOIRE COMPARED TO MOST OF HIS OPPONENTS
common_voice_en_41586560_resampled.wav	BETWEEN THESE STARS AND SYRIUS LIE OMECRON OMECRON AND PY CANUS MAJORUS
common_voice_en_41586561_resampled.wav	ANTY AGING CREAMS MAY INCLUDE CONVENTIONALL MOISTURISING INGREDIENTS
common_voice_en_41586579_resampled.wav	THE THE MOVI WAS FILMED PARTIALLY AT ONONDAGA COUNTY WAR MEMORIAL
common_voice_en_41586580_resampled.wav	THE UPSHOCK WAS THAT RYCE'S PLANNED CONFERENCE WAS POSTPONED AND THEN CANCELLED
common_voice_en_41586581_resampled.wav	THE REMIX VERSIONS ON THIS ALBUM HAD ALL APPEARED ON CASCHINO CLASSICS
common_voice_en_41586583_resampled.wav	HIS SON PETRA KRAUGER ALSO BECAME A MEMBER OF PARLIAMENT
common_voice_en_41586584_resampled.wav	MANY CHINESE MONGE VEHICLES HAVE BEEN USING LIQUID BOOSTERS
common_voice_en_41586606_resampled.wav	THE ART WORK FOR THE OFFICIAL MISSION INSIGNIA WAS DESIGNED BY ARTIST ROBERT MACALL
common_voice_en_41586608_resampled.wav	MOST PEOPLE IDENTIFY TOYORA COROLA HATCHBACKS AS CLANS AND THEY ARE FREQUENTLY HAILED
common_voice_en_41586610_resampled.wav	A CLASSIC EXAMPLE OF THIS IS HUMAN BIRTH WEIGT
common_voice_en_41586612_resampled.wav	THE TRUSTBOUGHT LAND LEAD THE TRACKS AND BUILT THE CABLE WINDING HOUSES
common_voice_en_41586614_resampled.wav	IT IS THE REGINAL DIVISIONAL HEADQUARTERS OF THE NORTHEAST FRONTIER OF RAILWAY
common_voice_en_41586620_resampled.wav	HE DIED IN SAINT JEAN DE LOUSE
common_voice_en_41586621_resampled.wav	CORBET HAS BEEN COMPETING IN BEDMANTON SINCE SHE WAS SIX
common_voice_en_41586622_resampled.wav	ONE OF THE GUARDS NOTED THAT THEY WERE LAUGHING
common_voice_en_41586623_resampled.wav	SHE GRADUATED FROM JUNIOR COLLEGE OF LITTLE ROCK
common_voice_en_41586624_resampled.wav	SHE IS THE FIRST WOMAN AND SECOND GAME DESIGNER TO RECEIVE THIS DISTINCTION
common_voice_en_41586661_resampled.wav	I WISTER ROMOR
common_voice_en_41586663_resampled.wav	DEXTUS ALLORNED WITH GOLOR OLENED GOLER DEGORITELMITIUS
common_voice_en_41586664_resampled.wav	A
common_voice_en_41586665_resampled.wav	WITHANOTHER FORK SPIRIT IN DOTLBAS
common_voice_en_41586894_resampled.wav	SHE IS ALSO A VICE PRESIDEN OF THE NATIONAL YOUTHS JASS COLLECTIVE
common_voice_en_41586983_resampled.wav	THE SMALLER DITS DURING THE RESPECTIVE BRENEARSHIPS ARZUS OF ZABRIME MINISTER'S GOVERNMENT
common_voice_en_41586984_resampled.wav	FIVEREL LANDSCAPES DRAKS JACULATE AXISUISIN THE GARDEN
common_voice_en_41586985_resampled.wav	CURRENTLY EDHOK NITWORKS EXISTS WITH CLASS AM PINERS
common_voice_en_41586986_resampled.wav	THE COMMON AND EXTRAL LANGUAGE IS KNOWN AS PROTU JABONK
common_voice_en_41586987_resampled.wav	EACH COACH CAN STILL ONE ROSING ARTERS FROM ANOTHER TEAM
common_voice_en_41587043_resampled.wav	HAME
common_voice_en_41587053_resampled.wav	HE IS BURIED IN NOVA DE VICI CEMETERY MOSCOW
common_voice_en_41587054_resampled.wav	HOW THE CAR WAS DRIVEN WITHOUT A PASSENGER IS NOT EXPLAINED
common_voice_en_41587055_resampled.wav	SHE LIVES IN NEW YORK CITY WITH HER DAUGHTERS
common_voice_en_41587056_resampled.wav	ALGONQUIN CONTINUED THE DUTIES OF FLAGSHIP FOR THE COMMANDER CANADIAN FLEET PACIFIC
common_voice_en_41587057_resampled.wav	THEY NEARLY ALWAYS FAILED AND ENDED UP WORSE OFF THAN WHEN THEY STARTED
common_voice_en_41587066_resampled.wav	UNLIKE PREVIOUS STUDIALBUMS THE BAND DECLINED TO TOUR BE BEHIND ITS RELEASE
common_voice_en_41587067_resampled.wav	THIS IS NOT REPRESENTATIVE OF A TYPICAL VICTORIA N ERA HOME IN ALL REGIONS
common_voice_en_41587068_resampled.wav	THE FIRST THREE OF THESE HAVE SECTIONS OF AUGUSTINE'S RETRACTACIONUS AS PROLOGUES
common_voice_en_41587069_resampled.wav	ONE'S EACH SEMESTER OF THE UNIVERSITY COUNSELL'S CLASSES FOR A SERVICE DAY
common_voice_en_41587070_resampled.wav	MEXICAN POPBAN MESTIZO ALSO COVER THE SONG
common_voice_en_41587269_resampled.wav	MATA THORAX AND ABDEMEN ALSO DARK BROWN IN COLOUR
common_voice_en_41587270_resampled.wav	PHELPS PLAYED WITH THE SONICS AND LOS ANGELOUS CLIPPERS
common_voice_en_41587271_resampled.wav	OTHER AREAS OF FUKUSHIMA CU WERE CONVERTED FROM FACTORIES INTO RESIDENTIAL AREAS AND COMMERCIAL DISTRICTS
common_voice_en_41587272_resampled.wav	IF A CROSS WIND IS STRONG ENOUGH IT CAN DAMAGE AN AIR CRAFT'S UNDER CARRIAGE UPON LANDING
common_voice_en_41587273_resampled.wav	SHE IS OF GANEAN DESCENT
common_voice_en_41587284_resampled.wav	ULTIMATELY SHE WAS PROCLAIMED THE DUCHESS OF ERAHT
common_voice_en_41587285_resampled.wav	THEIR REGULAR TRADE ROUTES BECAME KNOWN AS THE RED RIVER TRAILS
common_voice_en_41587286_resampled.wav	IT WAS MOVED ALONG A ROAD THAT WAS PREVIOUSLY NOT NUMBERED
common_voice_en_41587287_resampled.wav	LIKEWISE LITOFF WROTE FIVE CONCERTO'S SINFONIQUES ALSO WITH A PIANO O BLIGATO
common_voice_en_41587288_resampled.wav	THE HEADQUARTERS OF THE MORIAN PROVINCE OF COLINGO WAS LOCATED AT TOSALI
common_voice_en_41587294_resampled.wav	HE TOO SEES MAGICAL THINKING AS FUNDAMENTALLY DIFFERENT FROM A WESTERN STYLE OF THOUGHT
common_voice_en_41587295_resampled.wav	IT MIGHT BE BIG TO DAY
common_voice_en_41587296_resampled.wav	SKEUWTS ARE SIMILAR TO SCALES AND SERVE THE SAME FUNCTION
common_voice_en_41587297_resampled.wav	HAVE YOU NO FEELING FOR YOUR PROFESSION YOU GROVELLER
common_voice_en_41587299_resampled.wav	FORMER PEAR SKATER RANDY GARDENER SERVED AS CORIOGRAPHER
common_voice_en_41587304_resampled.wav	THEY HAVE SET UP THEIR STALLS IN MANY PROMINENT VESTS
common_voice_en_41587305_resampled.wav	LANDMINE IS ONE OF THOSE HE DISPLAYS TO THE AUTOBOTS
common_voice_en_41587306_resampled.wav	HE IS KNOWN FOR HIS VARIOUS ROLLS IN THEATRE AND HIS APPEARANCES ON SCREEN
common_voice_en_41587308_resampled.wav	CONGRESS AUTHORIZED A COMMEMORATIVE COIN TO FUN THE PURCHASE OF THE SITE
common_voice_en_41587310_resampled.wav	AS A RESULT MANUFACTURERS ADOPTED TARGA TOPS OR TEA TOPS
common_voice_en_41587397_resampled.wav	TO DAY THE CANAL USED FOR IT LEISURE PERVICES
common_voice_en_41587398_resampled.wav	WHILE THE POSITION LASTS THEIR IRON PERSONALITIES LIE BENEATH THE ABAIAS
common_voice_en_41587399_resampled.wav	THEY ALSO ARGUED IT THE ELBAN HIS A STRANGE FOLD ON A BLACK ETOLIGACES
common_voice_en_41587400_resampled.wav	LIVA DORUSA AND CROMLO MELLI HAGANA BEACHES ARTEEN MINUTES AWAY BATA
common_voice_en_41587401_resampled.wav	IT'S CHLIG WIT A LIBERATING
common_voice_en_41587494_resampled.wav	THERE IS NO PUBLIC ACCESS TO THE FORT
common_voice_en_41587495_resampled.wav	A FEW SERVICES ALSO OPERATED FROM GATWICK
common_voice_en_41587496_resampled.wav	HOWEVER THIS SALVATION IS NOT PRESENTED AS AUTOMATIC
common_voice_en_41587497_resampled.wav	HE WAS THE THIRD SON OF IVANNE VLADISLOVE AND MARIA
common_voice_en_41587498_resampled.wav	HE WAS SENIOR CONSULTANT AT SAUDI ARAMCO
common_voice_en_41587499_resampled.wav	THERE ARE TWO RUSSIAN WORDS WHICH ARE COMMONLY TRANSLATED INTO ENGLISH AS RUSSIANS
common_voice_en_41587500_resampled.wav	THESE INGENIOUS FEATURES MAY BE CONFUSED WITH IMPACCRATERING
common_voice_en_41587501_resampled.wav	A MOSQUE IS SITUATED INSIDE CITIO BOLANGAN ON THE OUTSKIRTS OF THE CITY
common_voice_en_41587502_resampled.wav	IT WAS MISTER WARDLE AND HIS FAITHFUL ATTENDANT THE FAT BOY
common_voice_en_41587503_resampled.wav	SHE APPEARS IN VARIOUS DUNGEONS AND DRAGONS ACCESSORIES AND NOVELS
common_voice_en_41588438_resampled.wav	MUST I KEEP HIM ALWAYS
common_voice_en_41588439_resampled.wav	THE TERM REPLICA IN THIS CONTEXT DOES NOT NORMALLY INCLUDE SCALE MODILS
common_voice_en_41588440_resampled.wav	ALL SONS BY DAVID TREESMENT UNLESS OTHERWISE KNOWED IT
common_voice_en_41588441_resampled.wav	LATER LING FINN'S THREE FAIRIES WHO INSTRUCT HIM TO DRAW THE FOUR SWORD
common_voice_en_41588442_resampled.wav	SEVERAL YEARS THEN PASSED BEFORE HE FOUND ADEQUATE EMPLOYMENT
common_voice_en_41588775_resampled.wav	THE REMAINS APPEARED IN GOOD STATE
common_voice_en_41588776_resampled.wav	THE UNIVERSITY IS DIVIDED BETWEEN TWO CAMPUSES
common_voice_en_41588777_resampled.wav	HOW EVER IT NEVER GENERATED VERY HIGH OF YOURSHIP
common_voice_en_41588778_resampled.wav	LOWER NUMBERS INDICATE ROUGHER EDGE FINISH HIGHER NUMBERS ARE SMOOTHER
common_voice_en_41588779_resampled.wav	THERE ARE OVER TWENTY SYNAGOGUES
common_voice_en_41590052_resampled.wav	I AM GOLGER O BRINE ONLY OWNER THA TEAR FOR ONE SEASON
common_voice_en_41590053_resampled.wav	HE TRIED TO CREATE AN ECOLOGIO O TOPIA
common_voice_en_41590056_resampled.wav	THE FIGIANS BELIEVE THAT THEIR ISLANDS REST ON THE GOD
common_voice_en_41590061_resampled.wav	THEY ARE NO GRANY IN IRELAND
common_voice_en_41590063_resampled.wav	THE BLUE RAY DISKS I INCLUDE AN INSTROVENTOL MIX OF THE ALBUM
common_voice_en_41590071_resampled.wav	THIS WAS A JUDGE IN THE FIRST GREAT TRAIN ROBBERY
common_voice_en_41590072_resampled.wav	HOWEVER IT IS NOT WE THOU EACH SHARE OF PAPSANGS
common_voice_en_41590073_resampled.wav	HE COMES FROM THE VICTURIAN TOWER OF SAIL
common_voice_en_41590074_resampled.wav	IT IS NATUVE TO EASTERN ASIA IN CHINA JABINAN CAREER
common_voice_en_41590075_resampled.wav	HER MOTHER WAS ELIE SILVER
common_voice_en_41590303_resampled.wav	THE STEMS HAVE NO RIBS
common_voice_en_41590304_resampled.wav	DESPITE THE NAME BOLIVION CORYANDER THIS PLANT IS NOT BOTANNICALLY RELATED TO CORYANDRUM SATUVUM
common_voice_en_41590305_resampled.wav	THE MAIN INDUSTRIES IN THE TOWN ARE TRADING FARMING AND MANUFACTURING
common_voice_en_41590306_resampled.wav	IT'S ROLE VERSES WEIGHED AND IT'S MY RIGHT TO CHOOSE
common_voice_en_41590307_resampled.wav	HE WAS THE SPEAKER AND DEPUTY SPEAKER OF ASSAM LEGISLATIVE ASSEMBLY TWO
common_voice_en_41590326_resampled.wav	HAMILTON HAS TWO SIDE PLATFORMS
common_voice_en_41590327_resampled.wav	ESPECIALLY IN CHURCHES SOME LARGE BARREL ORGANS WERE BUILT AS BARREL AND FINGER ORGANS
common_voice_en_41590328_resampled.wav	AT JEWISH WEDDINGS HOWEVER BLACK TIE IS OFTEN STIPULATED
common_voice_en_41590329_resampled.wav	IT HAS AN AGRICULTURAL BASED ECONOMY WITH A RECENT SURGE IN SMALL BUSINESSES
common_voice_en_41590330_resampled.wav	FI LIFE CYPHER FEATURED ON AN EARLIER VERSION OF CLINT EASTWOOD BY GORRILLAS
common_voice_en_41590331_resampled.wav	MATH VAN HAS THREE SCHOOLS
common_voice_en_41590332_resampled.wav	WATERSHIP DOWN WAS REJECTED SEVEN TIMES BEFORE IT WAS ACCEPTED BY REX CALLINGS
common_voice_en_41590333_resampled.wav	HE BECAME INTERESTED IN POLITICS AND THE STUDY OF URBAN PLANNING
common_voice_en_41590334_resampled.wav	AS SAID THE PTOPOLOGY IS HOMEOMORPHIC TO A CIRCLE
common_voice_en_41590335_resampled.wav	THERE IS MIXED AGRICULTURE WITH SOME MOOR LAND AND FORESTRY NEAR THE SOURCE
common_voice_en_41590336_resampled.wav	THE HUNTA ALSO ANNOUNCED ITS INTENT TO RETURN ALL CONFISCATED NEWSPAPERS TO THEIR OWNERS
common_voice_en_41590337_resampled.wav	SHE WON'T BE HERE TO NIGHT YOU MUST UNDRESS YOURSELF
common_voice_en_41590338_resampled.wav	SOME NEOTRADITIONAL ARTISTS ARE SOMETIMES ASSOCIATED WITH THE ALTERNATIVE COUNTRY MOVEMENT
common_voice_en_41590339_resampled.wav	UNDER HIS EDITORSHIP THE JOURNAL'S POLITICAL STANCE WAS SEEN AS CENTRE LEFT
common_voice_en_41590340_resampled.wav	HE WAS CONSIDERED TO BE A NATURAL CLIMBER AND WAS SOON NOTICED
common_voice_en_41590341_resampled.wav	THERE ARE A SMALL NUMBER OF LAKES TO THE NORTH OF THE VILLAGE
common_voice_en_41590342_resampled.wav	THE GREEK BELISTA WAS A SIEGE WEAPON
common_voice_en_41590343_resampled.wav	THE EXTERIOR FEATURES SIMPLE TERRACATA ORNAMENTATION THAT INCORPORATES ELEMENTS OF THE NEOCLASSICAL STYLE
common_voice_en_41590344_resampled.wav	AUBREY CLAPPER SON OF BIL CLAPPER WAS RAISED IN HASTINGS ONTERIOL
common_voice_en_41590345_resampled.wav	IT HAS BLACK EYES AND THREE SPIKES ON ITS HEAD
common_voice_en_41590346_resampled.wav	THE MATCH WAS UNIQUE AND HOW CASPEROFF RELAYED HIS MOVES TO THE COMPUTER
common_voice_en_41590347_resampled.wav	THIS IS HOWEVER AN UNCOMMON OCCURRENCE
common_voice_en_41590348_resampled.wav	STUDENTS MOVE ON TO MADISON GRANT JUNIOR HIGH SCHOOL AND MADISON GRANT HIGH SCHOOL NEAR FEHREMOUNT
common_voice_en_41590349_resampled.wav	REVEAL USES MULTIPLOVIGILE PLATFORMS TO PUBLISH ITS INFORMATION FROM ITS WEB SITE
common_voice_en_41590350_resampled.wav	IN NOTTINGHAM THE MALT CROSS MUSIC HALL RETAINS ITS RESTORED CAST IRON INTERIOR
common_voice_en_41590354_resampled.wav	FORD ALSO HAD A LONG CONNECTION WITH NAPALL WHERE HE BOUGHT A HOUSE
common_voice_en_41590355_resampled.wav	LOCAL INVOLVEMENT INCLUDES COMPETITIONS AT CAPALANO COLLEGE AND PERFORMANCES IN REGINAL MALLS AND SCHOOLS
common_voice_en_41590357_resampled.wav	I CAME VERY NEAR TUMBLING OVER A PORK BARREL
common_voice_en_41590358_resampled.wav	ALTERNATIVE SPLACING PRODUCES TWO KNOWN ISOFHORMS OF THE HUMAN PROTINE
common_voice_en_41590360_resampled.wav	CARGO IS TRANSPORTED BY FOOT OR BY WHEELBARREL WITH A SOLID TIRE
common_voice_en_41590361_resampled.wav	CORN SOY BEANS AND OTHER LARGE FIELD CROPS ARE GROWING EXTENSIVELY
common_voice_en_41590362_resampled.wav	THE CARSON VALLEY PROVIDED FOOD AND FORAGE FOR THE SILVER MINERS AND THEIR LIVE STOCK
common_voice_en_41590363_resampled.wav	AT NIGHT THE FIEND ARRIVED AS USUAL TO EAT HIM UP
common_voice_en_41590364_resampled.wav	IT CONTAINS EIGHT TRACKS MADE FROM COMBINATIONS OF BEATLES AND METALLICA SONGS
common_voice_en_41590365_resampled.wav	HE WOULD BE THE ONLY HORSE TO EVER WIN THE RACE MORE THAN ONCE
common_voice_en_41590371_resampled.wav	ALL TRACKS BY STEVE HARRIS EXCEPT WHERE NOTED
common_voice_en_41590372_resampled.wav	IT WAS FORMERLY M'COOK MUNICIPAL EIRPORT AND M'COOK REGINAL HEIRPORT
common_voice_en_41590373_resampled.wav	SHE ALSO COACHED CHRISTI BOOGERT
common_voice_en_41590374_resampled.wav	HE IS AN ELECTED MEMBER OF CERALA SCIENCE CONGRESS
common_voice_en_41590375_resampled.wav	HOWEVER HE STAYED BACK AT LAXMICCANT'S INSISTENCE
common_voice_en_41590384_resampled.wav	THE REGION CONTAINS MANY ALPINE LAKES AND MEADOWS WET LANDS STREAMS AND FORESTS
common_voice_en_41590385_resampled.wav	SUCCESSIVE GENERATIONS OF PHOTOCOPIES RESULT IN IMAGE DISTORTION AND DEGRADATION
common_voice_en_41590386_resampled.wav	AT ONE TIME IT HAD THREE WATER POWERED MILLS
common_voice_en_41590388_resampled.wav	ELIZABETH AYMENS
common_voice_en_41590389_resampled.wav	VAVEOS CURRENTLY SITS IN THE FRANTE DE TOTOS BLOCK
common_voice_en_41590395_resampled.wav	ARSENAL'S TIERRI HENRY WON THIS AWARD FOR THE SECOND TIME
common_voice_en_41590396_resampled.wav	THE MODERN EQUIVALENT OF CAVATAM IS NOT KNOWN
common_voice_en_41590398_resampled.wav	NONE OF THE ARODROMES HAVE SCHEDULED FLIGHTS AND ARE CHARTYR ONLY
common_voice_en_41590399_resampled.wav	THE NAME IS LATINIZED AS OLUS
common_voice_en_41590400_resampled.wav	CELESTIAL MECHANICS USES MORE GENERAL RULES APPLICABLE TO A WIDER VARIETY OF SITUATIONS
common_voice_en_41590401_resampled.wav	THE SUFFOLX MAY BE A CONTRACTION OF THE ANGLO SAXON HOP MEANING A VALLEY
common_voice_en_41590402_resampled.wav	SANDO CONTINUED TO PRODUCE NOVELS AND PLAYS FOR NEARLY FIFTY YEARS
common_voice_en_41590403_resampled.wav	THE GROSS ROSEN LOCATION CLOSE TO OCCUPY POLAND WAS OF CONSIDERABLE ADVANTAGE
common_voice_en_41590404_resampled.wav	SO THE DIVERSITY OF MATHEMATICAL SOFTWARE WILL BE KEPT
common_voice_en_41590405_resampled.wav	THIS VERSION REPLACES THE HIGH FRUCTOS CORN SYRUP FOUND IN THE ORIGINAL WITH ASPERTAME
common_voice_en_41590411_resampled.wav	THE SWEDES HAD LOST TWO MEN KILLED AND ONE WOUNDED
common_voice_en_41590412_resampled.wav	A SIMILAR THING HAPPENED WITH THE SONG SO SEXY
common_voice_en_41590413_resampled.wav	HE WAS THE LAST STARTING QORRIDOR BACK FOR LEGENDARY BUCKEYE'S COACH WOODY HAIES
common_voice_en_41590414_resampled.wav	BASKET MAKING IS CARRIED ON USING THE LONG CANE FROM THIS PALM IN CAMBODIA
common_voice_en_41590415_resampled.wav	YOUNG CHILDREN MAY BE ESPECIALLY VULNERABLE TO THESE ADVERSE EFFECTS
common_voice_en_41590416_resampled.wav	RIGGS PERFORMED REGULARLY WITH THE DALUS SYMPHONY ORCHESTRA AND THE FORT WORTH SYMPHONY ORCHESTRA
common_voice_en_41590417_resampled.wav	HE IS A CHARTER MEMBER OF THE FETERAL CRIMINAL INTELLIGENCE CO ORDINATING COUNCIL
common_voice_en_41590418_resampled.wav	NEXT ECKMANN WAS ACCEPTED INTO THE ADELIPHI UNIVERSITY GRADUATE PROGRAMME FOR CLINICAL PSYCHOLOGY
common_voice_en_41590419_resampled.wav	SCHOMBERG WAS LATER GENERAL MANAGER OF THE COLUMBIA GRAPHOPHONE COMPANY
common_voice_en_41590420_resampled.wav	HE IS A FORMER MEMBER OF THE ERACCHI NATIONAL CONGRESS
common_voice_en_41590421_resampled.wav	THE DIXY CRATS HAVE LITTLE SHORT RUN IMPACT ON POLITICS
common_voice_en_41590422_resampled.wav	THE WORD COUNTERFACTUAL DOES NOT MEAN CHARACTERIZED BY BEING OPPOSED TO FACT
common_voice_en_41590423_resampled.wav	THE BREEDING SEASON IS BETWEEN OCTOBER AND MAY
common_voice_en_41590424_resampled.wav	ONE OF THE COMIC'S MAIN CHARACTERS
common_voice_en_41590425_resampled.wav	DEFENCE MINISTER ARTISE PABRIX INDICATED HIS SUPPORT OF REGISTERED PARTNERSHIPS
common_voice_en_41590426_resampled.wav	IT SPANS THE SOUTH CENTRAL PART OF THE CITY OF EDMUNTON
common_voice_en_41590427_resampled.wav	THE FLOOD DESTROYED THE BAPTIST ENCAMPMENT FACILITY AND PARTS OF CRYSTOVAL
common_voice_en_41590428_resampled.wav	AROUND THIS TIME BOLD WAS A POPULAR AND SUCCESSFUL PAINTER
common_voice_en_41590429_resampled.wav	THE CURRENT A WARD'S CHAIR PERSON IS ANNIE MACK
common_voice_en_41590430_resampled.wav	A FEW ESTHETIC ANTERIOR PROBLEMS COULD BE SOLVED WITH COMPOSITE RESTORATIONS
common_voice_en_41590431_resampled.wav	NICOMEDES THEREAFTER DISAPPEARS FROM HISTORY
common_voice_en_41590432_resampled.wav	ALL TEXT IS DIRECTLY EDITABLE ON CANVAS
common_voice_en_41590433_resampled.wav	HE ALSO PLAYED FOR THE WESTERN CHIEFS
common_voice_en_41590434_resampled.wav	PREVIOUSLY THE UNIVERSITY WAS AUTONYMOUS WITH RECTORS BEING ELECTED
common_voice_en_41590435_resampled.wav	COROLEV BEGAN HIS PRO CAREER WITH THE RUSSIAN CLUB EFTODOR SERATOV
common_voice_en_41590446_resampled.wav	HE ALSO PLAY'D PROFESSIONAL BASKET BALL IN POLAND ITALY AND TURKEY
common_voice_en_41590447_resampled.wav	THAT WAS PRACTICALLY THE BEGINNING OF NEW NONJAZ JAZ DANCE
common_voice_en_41590448_resampled.wav	THEY PERFORMED A COVER OF ORANGE JUICES RIP IT UP WITH EDWIN COLLINS
common_voice_en_41590449_resampled.wav	A GLASS CROSS OVER PASSES ABOVE THE PLATFORMS
common_voice_en_41590450_resampled.wav	NEGATIVE MISPRISION IS THE CONCEALMENT OF TREASON OR FELONY
common_voice_en_41590461_resampled.wav	BRUCE HAS STATED THAT SHE IS OF ITALIAN AND SCOTTISH DESCENT
common_voice_en_41590462_resampled.wav	HEINES LIVES WITH HIS WIFE LYSA AND THEIR THREE CHILDREN IN SPRING TEXAS
common_voice_en_41590463_resampled.wav	HE THEN WENT ON TO TOUR AUSTRALIA IN THE ONE DAY SQUAD
common_voice_en_41590464_resampled.wav	HE SAID THE SONG WAS FINISHED IN THE DRESSING ROOM THAT NIGHT
common_voice_en_41590465_resampled.wav	ROBINSON WAS CAST AS THE SCORPIO KILLER THE ANTAGONIST OF THE FELUM
common_voice_en_41590476_resampled.wav	SHE RETURNED TO SAN DIEGO FOR OVERHAUL AND REFRESHER TRAINING ALONG THE WESTERN SEABOARD
common_voice_en_41590477_resampled.wav	HE CALLED THE HELL OF A GAME
common_voice_en_41590478_resampled.wav	NO ATOMIC OXYGEN WAS DETECTED
common_voice_en_41590479_resampled.wav	ITS MOST WELL KNOWN PUBLIC EVENT IS THE ANNUAL HARVEST FESTIVAL
common_voice_en_41590480_resampled.wav	THERE IS A PERMANENT SNOW CAP ON THIS PEAK AND ON THE NEAR BY MOUNTAINS
common_voice_en_41590506_resampled.wav	FITUITARY MACRO ADENOMAS DO NOT ALWAYS RESPOND TO METIROPOM
